Author_Name,review_text,commentTimestamp,postCommentsCount,postLikesCount,user_id,product_id,review_text_cleaned,Sentiment_Score,Sentiment
Syeda Wafa Abbas Naqvi,https://youtube.com/@tastefix-k6?feature=shared,2024-11-10T05:33:44.000Z,2.0,21,Syeda Wafa Abbas Naqvi - https://youtube.com/,ARCHANAS-FOOD,https://youtube.com/@tastefix-k6?feature=shared,0.0,Neutral
Kumkum Doshi,I love,2024-10-15T15:59:36.000Z,1.0,20,Kumkum Doshi - I love,ARCHANAS-FOOD,I love,0.6369,Positive
Deepa Arun,I love eating the steamed dal by itself too and have to catch myself from devouring it all ð,2024-03-16T14:28:36.000Z,2.0,27,Deepa Arun - I love eating the st,ARCHANAS-FOOD,I love eating the steamed dal by itself too and have to catch myself from devouring it all ,0.6369,Positive
Pramod Kumar Sharma,"love this recipe, looks delicious.",2024-10-16T13:37:14.000Z,2.0,28,"Pramod Kumar Sharma - love this recipe, lo",ARCHANAS-FOOD,"love this recipe, looks delicious.",0.836,Positive
Kumkum Doshi,=L,2024-10-15T14:49:38.000Z,2.0,28,Kumkum Doshi - ð,ARCHANAS-FOOD,=L,-0.296,Negative
Richa Singh,sweet and salty recipe,2024-10-15T13:47:56.000Z,3.0,18,Richa Singh - sweet and salty reci,ARCHANAS-FOOD,sweet and salty recipe,0.4588,Positive
Kumkum Doshi,Something  newI,2024-10-23T16:24:42.000Z,1.0,30,Kumkum Doshi - Something  newI,ARCHANAS-FOOD,Something  newI,0.0,Neutral
Wid Ya S,Recipe pls!,2025-09-04T12:43:58.000Z,5.0,41,Wid Ya S - Recipe pls!,ARCHANAS-FOOD,Recipe pls!,0.1511,Positive
Joan Alvarez,Completely genuine and true Keep up the good work Mrs Deborah Robin,2024-11-07T08:06:09.000Z,5.0,41,Joan Alvarez - Completely genuine a,ARCHANAS-FOOD,Completely genuine and true Keep up the good work Mrs Deborah Robin,0.7152,Positive
Pali Naran,yum,2025-02-27T01:16:36.000Z,5.0,41,Pali Naran - yum,ARCHANAS-FOOD,yum,0.0,Neutral
Kumkum Doshi,Wow superb,2024-11-07T11:56:59.000Z,5.0,41,Kumkum Doshi - Wow superb,ARCHANAS-FOOD,Wow superb,0.836,Positive
Kumkum Doshi,Pineapple chutney  nice combination,2024-10-18T07:43:18.000Z,4.0,37,Kumkum Doshi - Pineapple chutney  n,ARCHANAS-FOOD,Pineapple chutney  nice combination,0.4215,Positive
Rimi Ssb,Amake sobai ektu saport korun please friends â¤ï¸,2024-10-20T19:46:30.000Z,4.0,37,Rimi Ssb - Amake sobai ektu sap,ARCHANAS-FOOD,Amake sobai ektu saport korun please friends ❤️,0.6597,Positive
Monkia Singh,Khal par apni recipe share karo aur star bano!,2024-10-19T08:39:58.000Z,4.0,37,Monkia Singh - Khal par apni recipe,ARCHANAS-FOOD,Khal par apni recipe share karo aur star bano!,0.3595,Positive
Aditi Rai,"Ma'am why did you stop selling home made pastas etc.?
They were so healthy",2024-10-13T15:05:41.000Z,1.0,12,Aditi Rai - Ma'am why did you st,ARCHANAS-FOOD,"Ma'am why did you stop selling home made pastas etc.?
They were so healthy",0.3163,Positive
Thiagarajan Chander,"Now you are slowly coming to non veg dishes, keep rocking archana",2024-06-03T08:20:15.000Z,2.0,9,Thiagarajan Chander - Now you are slowly c,ARCHANAS-FOOD,"Now you are slowly coming to non veg dishes, keep rocking archana",0.0,Neutral
Lakshmi Prakash Shirur,Delish,2024-06-11T10:14:00.000Z,2.0,9,Lakshmi Prakash Shirur - Delish,ARCHANAS-FOOD,Delish,0.0,Neutral
Kumkum Doshi,Tasty,2024-09-20T12:18:43.000Z,1.0,38,Kumkum Doshi - Tasty,ARCHANAS-FOOD,Tasty,0.0,Neutral
Maruyama Ayi,Ykai Mercado bhe kani akuang bet kaunon. Naa ani didto??,2024-10-07T04:01:11.000Z,14.0,72,Maruyama Ayi - Ykai Mercado bhe kan,ARCHANAS-FOOD,Ykai Mercado bhe kani akuang bet kaunon. Naa ani didto??,0.0,Neutral
Archana Sarkar,Deliciousððððð,2024-07-31T10:33:04.000Z,14.0,72,Archana Sarkar - Deliciousððððð,ARCHANAS-FOOD,Delicious😋😋😋😋,0.0,Neutral
Francesca Ganci,Troppo asciutti,2024-07-22T08:09:01.000Z,14.0,72,Francesca Ganci - Troppo asciutti,ARCHANAS-FOOD,Troppo asciutti,0.0,Neutral
Jillian Patrick,Recipe plz,2024-07-15T11:00:04.000Z,14.0,72,Jillian Patrick - Recipe plz,ARCHANAS-FOOD,Recipe plz,0.0772,Positive
Pramod Kumar Sharma,yummy recipe.,2024-06-13T13:36:47.000Z,14.0,72,Pramod Kumar Sharma - yummy recipe.,ARCHANAS-FOOD,yummy recipe.,0.5267,Positive
Sadhana Kiran Barathan,What veggies did you used ?,2024-06-10T17:25:45.000Z,14.0,72,Sadhana Kiran Barathan - What veggies did you,ARCHANAS-FOOD,What veggies did you used ?,0.0,Neutral
Chandra Prakash Srivastava,<\<\<\<\<\<\<\<\,2024-06-10T16:04:38.000Z,14.0,72,Chandra Prakash Srivastava - ðððð,ARCHANAS-FOOD,<\<\<\<\<\<\<\<\,0.0,Neutral
Lata Natarajan,So yummy. Would like to have the recipe pls,2024-06-10T15:53:09.000Z,14.0,72,Lata Natarajan - So yummy. Would like,ARCHANAS-FOOD,So yummy. Would like to have the recipe pls,0.7755,Positive
Kumkum Doshi,Nice Ribbon pakoda,2024-10-25T09:14:21.000Z,2.0,44,Kumkum Doshi - Nice Ribbon pakoda,ARCHANAS-FOOD,Nice Ribbon pakoda,0.4215,Positive
Smita Desai,Mouthwatering recipe,2025-03-31T08:58:00.000Z,1.0,33,Smita Desai - Mouthwatering recipe,ARCHANAS-FOOD,Mouthwatering recipe,0.0,Neutral
Radiant 3R Kitchen,Wow...,2024-09-22T15:37:22.000Z,5.0,34,Radiant 3R Kitchen - Wow...,ARCHANAS-FOOD,Wow...,0.0,Neutral
Soumi Banerjee,Yummy ð,2024-09-23T09:44:48.000Z,5.0,34,Soumi Banerjee - Yummy ð,ARCHANAS-FOOD,Yummy ,0.5267,Positive
Amith Pai,So delicious,2024-09-22T14:07:36.000Z,5.0,34,Amith Pai - So delicious,ARCHANAS-FOOD,So delicious,0.6115,Positive
Kumkum Doshi,Our favourite,2024-10-11T03:06:27.000Z,4.0,23,Kumkum Doshi - Our favourite,ARCHANAS-FOOD,Our favourite,0.0,Neutral
Ranojit Kar,Happy Durga puja,2024-10-10T13:41:34.000Z,4.0,23,Ranojit Kar - Happy Durga puja,ARCHANAS-FOOD,Happy Durga puja,0.5719,Positive
BakingReview,I like most of the tomato recipes ...,2024-05-15T12:25:48.000Z,2.0,21,BakingReview - I like most of the t,ARCHANAS-FOOD,I like most of the tomato recipes ...,0.3612,Positive
Lakshmi Prakash Shirur,Love mushrooms,2024-05-26T11:17:36.000Z,2.0,21,Lakshmi Prakash Shirur - Love mushrooms,ARCHANAS-FOOD,Love mushrooms,0.6369,Positive
Esther D'Souza,please share your tiramasu recipe.,2024-06-12T16:41:59.000Z,2.0,11,Esther D'Souza - please share your ti,ARCHANAS-FOOD,please share your tiramasu recipe.,0.5423,Positive
Harri Megan,The website link doesn't work,2025-06-06T07:38:27.000Z,2.0,11,Harri Megan - The website link doe,ARCHANAS-FOOD,The website link doesn't work,0.0,Neutral
Kakali Ray,Hello how are you â,2024-09-18T05:27:33.000Z,5.0,33,Kakali Ray - Hello how are you â,ARCHANAS-FOOD,Hello how are you ,0.0,Neutral
Kumkum Doshi,Nice  tasty,2024-09-18T01:30:56.000Z,5.0,33,Kumkum Doshi - Nice  tasty,ARCHANAS-FOOD,Nice  tasty,0.4215,Positive
Pradeep Raajkumar,Ultimate versatile Carrot poriyal Dear Archu Archana's Kitchen,2024-09-17T15:42:44.000Z,5.0,33,Pradeep Raajkumar - Ultimate versatile C,ARCHANAS-FOOD,Ultimate versatile Carrot poriyal Dear Archu Archana's Kitchen,0.3818,Positive
Kalyan Kumar V,O,2024-09-18T14:27:49.000Z,5.0,33,Kalyan Kumar V - O,ARCHANAS-FOOD,O,0.0,Neutral
Soumya Shankar,Pls post the recipe,2024-03-15T05:08:52.000Z,16.0,30,Soumya Shankar - Pls post the recipe,ARCHANAS-FOOD,Pls post the recipe,0.0772,Positive
Raina Tejwani,Yes pls,2024-03-15T03:30:13.000Z,16.0,30,Raina Tejwani - Yes pls,ARCHANAS-FOOD,Yes pls,0.4588,Positive
Archana Doshi,Ravi Bhaskaran thank you ð,2024-05-07T05:45:28.000Z,6.0,29,Archana Doshi - Ravi Bhaskaran thank,ARCHANAS-FOOD,Ravi Bhaskaran thank you ,0.3612,Positive
Ragini Singh,I donât use you tu,2024-09-20T07:31:06.000Z,2.0,25,Ragini Singh - I donât use you tu,ARCHANAS-FOOD,I don’t use you tu,0.0,Neutral
Kumkum Doshi,",ð",2024-09-19T13:40:00.000Z,2.0,25,"Kumkum Doshi - ,ð",ARCHANAS-FOOD,",",0.0,Neutral
Tanu Bandyopadhyay,Perfect.   Too   Good,2024-10-12T06:34:10.000Z,2.0,11,Tanu Bandyopadhyay - Perfect.   Too   Goo,ARCHANAS-FOOD,Perfect.   Too   Good,0.765,Positive
BakingReview,110 recipes sounds amazing - can't wait to try the curries!,2024-05-10T14:09:20.000Z,2.0,48,BakingReview - 110 recipes sounds a,ARCHANAS-FOOD,110 recipes sounds amazing - can't wait to try the curries!,0.6239,Positive
Thiagarajan Chander,"Your dish looks so beautiful,like you archana",2024-05-14T08:49:13.000Z,2.0,48,Thiagarajan Chander - Your dish looks so b,ARCHANAS-FOOD,"Your dish looks so beautiful,like you archana",0.0,Neutral
Pradeep Raajkumar,#heavenly #archu,2024-09-17T13:50:14.000Z,2.0,12,Pradeep Raajkumar - #heavenly #archu,ARCHANAS-FOOD,#heavenly #archu,0.0,Neutral
Kumkum Doshi,=L=M,2024-09-16T16:28:34.000Z,2.0,12,Kumkum Doshi - ð,ARCHANAS-FOOD,=L=M,0.0,Neutral
Archana's Kitchen,"Here is the link to the recipe of Pita Bread

https://www.archanaskitchen.com/how-to-make-homemade-pita-bread",2024-06-03T06:40:43.000Z,8.0,63,Archana's Kitchen - Here is the link to ,ARCHANAS-FOOD,"Here is the link to the recipe of Pita Bread

https://www.archanaskitchen.com/how-to-make-homemade-pita-bread",-0.5267,Negative
Aruna Vela,Thus looks really good. Please share recipe,2024-05-30T13:34:00.000Z,8.0,63,Aruna Vela - Thus looks really go,ARCHANAS-FOOD,Thus looks really good. Please share recipe,0.8039,Positive
Sudha Narayan,Please share recipe,2024-06-01T07:40:13.000Z,8.0,63,Sudha Narayan - Please share recipe,ARCHANAS-FOOD,Please share recipe,0.5423,Positive
Asha Kundra,It looks yummy,2024-05-30T17:05:37.000Z,8.0,63,Asha Kundra - It looks yummy,ARCHANAS-FOOD,It looks yummy,0.5267,Positive
GÃ¼lden E. Karaku,So delcious....,2024-05-31T10:52:02.000Z,8.0,63,GÃ¼lden E. KarakuÅ - So delcious..,ARCHANAS-FOOD,So delcious....,0.0,Neutral
Game&Gift offer,yum yum yum,2025-09-18T11:57:53.000Z,2.0,54,Game&Gift offer - yum yum yum,ARCHANAS-FOOD,yum yum yum,0.0,Neutral
Pramod Kumar Sharma,all time favorite,2024-07-25T08:47:30.000Z,2.0,13,Pramod Kumar Sharma - all time favorite,ARCHANAS-FOOD,all time favorite,0.4588,Positive
Pramod Kumar Sharma,love it â¤,2024-07-25T08:47:08.000Z,3.0,30,Pramod Kumar Sharma - love it â¤,ARCHANAS-FOOD,love it ❤,0.6369,Positive
Kumkum Doshi,Very nice ð,2024-05-17T06:17:57.000Z,13.0,52,Kumkum Doshi - Very nice ð,ARCHANAS-FOOD,Very nice ,0.4754,Positive
Archana Doshi,Dhruv Desai thank you ð,2024-05-09T16:17:49.000Z,61.0,212,Archana Doshi - Dhruv Desai thank yo,ARCHANAS-FOOD,Dhruv Desai thank you ,0.3612,Positive
Archana's Kitchen,Yamini Kohli sure will plan them out ð,2024-09-05T01:00:08.000Z,82.0,312,Archana's Kitchen - Yamini Kohli sure wi,ARCHANAS-FOOD,Yamini Kohli sure will plan them out ,0.3182,Positive
Archana Doshi,Usha Rajagopal thank you â,2024-09-09T05:42:26.000Z,82.0,312,Archana Doshi - Usha Rajagopal thank,ARCHANAS-FOOD,Usha Rajagopal thank you ,0.3612,Positive
Neyaz Hussain,https://www.facebook.com/Neyazh8743?mibextid=ZbWKwL,2024-07-03T08:25:44.000Z,1.0,22,Neyaz Hussain - https://www.facebook,ARCHANAS-FOOD,https://www.facebook.com/Neyazh8743?mibextid=ZbWKwL,0.0,Neutral
Sundari Perumal,Congratulations,2024-05-09T02:08:44.000Z,61.0,212,Sundari Perumal - Congratulations,ARCHANAS-FOOD,Congratulations,0.5994,Positive
Rajalakshmi Shankarakumar,"Congratulations 
You are awesome",2024-05-09T01:03:21.000Z,61.0,212,"Rajalakshmi Shankarakumar - Congratulations 
You",ARCHANAS-FOOD,"Congratulations 
You are awesome",0.8402,Positive
Alpa Jain,Congratulations ð,2024-05-09T00:48:18.000Z,61.0,212,Alpa Jain - Congratulations ð,ARCHANAS-FOOD,Congratulations ,0.5994,Positive
Leena Subramanian,Congratulations ð,2024-05-09T00:23:45.000Z,61.0,212,Leena Subramanian - Congratulations ð,ARCHANAS-FOOD,Congratulations 👍,0.5994,Positive
Vasumathi Arvind,Congratulations ð. What is the title of your first book? Wish to buy both ,2024-05-08T21:07:18.000Z,61.0,212,Vasumathi Arvind - Congratulations ð.,ARCHANAS-FOOD,Congratulations 🎉. What is the title of your first book? Wish to buy both ,0.765,Positive
Grishma Doshi,Congratulations ð,2024-05-08T20:05:52.000Z,61.0,212,Grishma Doshi - Congratulations ð,ARCHANAS-FOOD,Congratulations 🎉,0.5994,Positive
Karthika Gopalakrishnan,Congratulations Archana! Great milestone!!,2024-05-08T17:14:01.000Z,61.0,212,Karthika Gopalakrishnan - Congratulations Arch,ARCHANAS-FOOD,Congratulations Archana! Great milestone!!,0.8713,Positive
Rupal Avalani,Heartiest Congratulations Archna ð,2024-05-08T16:47:23.000Z,61.0,212,Rupal Avalani - Heartiest Congratula,ARCHANAS-FOOD,Heartiest Congratulations Archna 🎉,0.5994,Positive
Jette Ackermann,Thats wonderful,2024-05-08T16:18:26.000Z,61.0,212,Jette Ackermann - Thats wonderful,ARCHANAS-FOOD,Thats wonderful,0.5719,Positive
Vatsal Doshi,Many Congratulations ð,2024-05-08T16:03:20.000Z,61.0,212,Vatsal Doshi - Many Congratulations,ARCHANAS-FOOD,Many Congratulations ,0.5994,Positive
Uma Shankar,You have to add a little bit of asafoetida,2024-09-11T15:18:29.000Z,7.0,40,Uma Shankar - You have to add a li,ARCHANAS-FOOD,You have to add a little bit of asafoetida,0.0,Neutral
Aswathi M S,Archana.......subscribed......,2024-09-11T14:22:59.000Z,7.0,40,Aswathi M S - Archana.......subscr,ARCHANAS-FOOD,Archana.......subscribed......,0.0,Neutral
Thiagarajan Chander,"Archana so nice, keep rocking",2024-03-23T16:24:05.000Z,2.0,21,"Thiagarajan Chander - Archana so nice, kee",ARCHANAS-FOOD,"Archana so nice, keep rocking",0.4754,Positive
Nishi Kothari Ojha,Recipe plz .. looks so tempting,2024-05-06T04:02:22.000Z,9.0,62,Nishi Kothari Ojha - Recipe plz .. looks ,ARCHANAS-FOOD,Recipe plz .. looks so tempting,0.0772,Positive
ghar ka TripatiTali,"So yummy , thank you so much",2024-05-05T13:31:51.000Z,9.0,62,"ghar ka TripatiTali - So yummy , thank you",ARCHANAS-FOOD,"So yummy , thank you so much",0.7559,Positive
Yasmin Fathima,Yummy.mouth watering,2024-05-03T08:54:05.000Z,9.0,62,Yasmin Fathima - Yummy.mouth watering,ARCHANAS-FOOD,Yummy.mouth watering,0.0,Neutral
Vidya Garag,"It's my favourite,I too feel want to eat this but I can't eat it because I am diebetic.We diebetic cannot eat anything if it all it's our favourite",2024-05-03T04:10:43.000Z,9.0,62,"Vidya Garag - It's my favourite,I ",ARCHANAS-FOOD,"It's my favourite,I too feel want to eat this but I can't eat it because I am diebetic.We diebetic cannot eat anything if it all it's our favourite",0.0387,Neutral
Rose Philip,Yummmy,2024-05-04T10:07:04.000Z,9.0,62,Rose Philip - Yummmy,ARCHANAS-FOOD,Yummmy,0.0,Neutral
Radhika Gupta,Same,2024-06-11T15:58:58.000Z,12.0,106,Radhika Gupta - Same,ARCHANAS-FOOD,Same,0.0,Neutral
Sudhi Nair,Unable to join when i click on the link,2024-06-12T11:58:10.000Z,12.0,106,Sudhi Nair - Unable to join when ,ARCHANAS-FOOD,Unable to join when i click on the link,0.296,Positive
Kruthika Prakash,"I love your meal plans, Archana. It's absolutely inspiring that you make such wide range of dishes!",2024-06-12T08:30:02.000Z,12.0,106,Kruthika Prakash - I love your meal pla,ARCHANAS-FOOD,"I love your meal plans, Archana. It's absolutely inspiring that you make such wide range of dishes!",0.8217,Positive
Gnanaambigai Kannan,In Chennai?,2024-06-12T07:26:10.000Z,12.0,106,Gnanaambigai Kannan - In Chennai?,ARCHANAS-FOOD,In Chennai?,0.0,Neutral
Archana Doshi,You also need to enable channels,2024-06-11T16:34:01.000Z,12.0,106,Archana Doshi - You also need to ena,ARCHANAS-FOOD,You also need to enable channels,0.0,Neutral
Archana Doshi,You need to follow the Channel,2024-06-11T16:33:54.000Z,12.0,106,Archana Doshi - You need to follow t,ARCHANAS-FOOD,You need to follow the Channel,0.0,Neutral
Brindha Vijayakumar,Not allowed to connect there,2024-06-11T15:59:22.000Z,12.0,106,Brindha Vijayakumar - Not allowed to conne,ARCHANAS-FOOD,Not allowed to connect there,0.0,Neutral
Asma Fakhri,Am not able to connect on the group,2024-06-11T13:56:28.000Z,12.0,106,Asma Fakhri - Am not able to conne,ARCHANAS-FOOD,Am not able to connect on the group,0.0,Neutral
Archana Doshi,https://whatsapp.com/channel/0029VaPofadAe5VllysZ2T1O,2024-06-11T16:34:10.000Z,12.0,106,Archana Doshi - https://whatsapp.com,ARCHANAS-FOOD,https://whatsapp.com/channel/0029VaPofadAe5VllysZ2T1O,0.0,Neutral
Bundeli Cooking Chef,Mouth watering,2024-06-04T04:36:44.000Z,3.0,78,Bundeli Cooking Chef - Mouth watering,ARCHANAS-FOOD,Mouth watering,0.0,Neutral
Aruna D Gulanikar,like,2024-06-03T17:09:07.000Z,3.0,78,Aruna D Gulanikar - like,ARCHANAS-FOOD,like,0.3612,Positive
Archana Doshi,Anuradha Ramesh thank you ð,2024-06-22T10:00:43.000Z,8.0,62,Archana Doshi - Anuradha Ramesh than,ARCHANAS-FOOD,Anuradha Ramesh thank you ,0.3612,Positive
Richa Singh,Augustin Joubert,2024-11-11T14:10:59.000Z,3.0,18,Richa Singh - Augustin Joubert,ARCHANAS-FOOD,Augustin Joubert,0.0,Neutral
Archana Doshi,Shelly Johnson thank you ð,2024-06-22T10:00:52.000Z,8.0,62,Archana Doshi - Shelly Johnson thank,ARCHANAS-FOOD,Shelly Johnson thank you 🙏,0.3612,Positive
Savitha Iyer,Is there an exclusive group for vegetarians?,2024-04-04T04:36:25.000Z,2.0,38,Savitha Iyer - Is there an exclusiv,ARCHANAS-FOOD,Is there an exclusive group for vegetarians?,0.128,Positive
Lakshmeesha J. Inamdar,Awesomeð,2024-04-16T04:53:24.000Z,2.0,45,Lakshmeesha J. Inamdar - Awesomeð,ARCHANAS-FOOD,Awesome👍,0.0,Neutral
Pramod Kumar Sharma,nice recipe. Yummy,2024-04-10T16:41:42.000Z,2.0,45,Pramod Kumar Sharma - nice recipe. Yummy,ARCHANAS-FOOD,nice recipe. Yummy,0.7351,Positive
Akshey Nair,Yes!,2024-03-20T22:14:16.000Z,26.0,56,Akshey Nair - Yes!,ARCHANAS-FOOD,Yes!,0.4574,Positive
Archana's Kitchen,Aruna Vela https://www.archanaskitchen.com/how-to-make-homemade-pita-bread,2024-06-03T06:40:48.000Z,8.0,63,Archana's Kitchen - Aruna Vela https://w,ARCHANAS-FOOD,Aruna Vela https://www.archanaskitchen.com/how-to-make-homemade-pita-bread,0.0,Neutral
Archana's Kitchen,Deepa Arun ðð,2024-03-17T03:00:42.000Z,2.0,27,Archana's Kitchen - Deepa Arun ðð,ARCHANAS-FOOD,Deepa Arun 😍,0.0,Neutral
Alex O Skender,"Hello I greatly recommend you Via our ongoing Invitation to join our Great Elite and become Rich and Famous.

Bringing the poor, the needy, and the talented to the limelight of fame and riches. Get money, fame, power, and security. Get recognized in business or politics, musician, student, footballer, salary earner or retirement pensioner. Do you want to be rich whatever occupation you do and be protected spiritually and physically! All these you will achieve in a twinkle of an eye when you get initiated into the  Elite Brotherhood known as the ILLUMINATI. Once you are initiated into the Elite brotherhood you will have numerous benefits. Do you wanna join?  If YES!.  Then you can achieve your dreams by being a member of the great Elite empire, Once you are a  member all your dreams and heart desires can be fully accomplished.

This organization; is the world oldest and largest fraternity. We are one Family under one father who is the Supreme Being. In Illuminati we believe that we were born in paradise and no member should struggle in this world. Hence all our new members are given Money Rewards once they join in order to upgrade their lifestyle.; interested viewers should get instant initiated to the Elite Brotherhood and get membership profit $1,500.000 USD to start a profitable business.

Join us today and get a membership profit to start a profitable business and earn a $20,000 USD monthly reward for Inviting new customers to the Great Elite brotherhood. Please note, Kindly make sure all your responses are sent directly to this Email: alexoskender@gmail.com  Telegram:  @alexoskender For more information.",2024-07-09T12:25:27.000Z,14.0,72,Alex O Skender - Hello I greatly reco,ARCHANAS-FOOD,"Hello I greatly recommend you Via our ongoing Invitation to join our Great Elite and become Rich and Famous.

Bringing the poor, the needy, and the talented to the limelight of fame and riches. Get money, fame, power, and security. Get recognized in business or politics, musician, student, footballer, salary earner or retirement pensioner. Do you want to be rich whatever occupation you do and be protected spiritually and physically! All these you will achieve in a twinkle of an eye when you get initiated into the  Elite Brotherhood known as the ILLUMINATI. Once you are initiated into the Elite brotherhood you will have numerous benefits. Do you wanna join?  If YES!.  Then you can achieve your dreams by being a member of the great Elite empire, Once you are a  member all your dreams and heart desires can be fully accomplished.

This organization; is the world oldest and largest fraternity. We are one Family under one father who is the Supreme Being. In Illuminati we believe that we were born in paradise and no member should struggle in this world. Hence all our new members are given Money Rewards once they join in order to upgrade their lifestyle.; interested viewers should get instant initiated to the Elite Brotherhood and get membership profit $1,500.000 USD to start a profitable business.

Join us today and get a membership profit to start a profitable business and earn a $20,000 USD monthly reward for Inviting new customers to the Great Elite brotherhood. Please note, Kindly make sure all your responses are sent directly to this Email: alexoskender@gmail.com  Telegram:  @alexoskender For more information.",0.998,Positive
Chandra Prakash Srivastava,=L=L=L=L=L=L=L<9,2024-06-10T16:01:32.000Z,14.0,72,Chandra Prakash Srivastava - ðððð,ARCHANAS-FOOD,=L=L=L=L=L=L=L<9,0.0,Neutral
Seetha Parthasarathy,What do you do with the buttermilk water?,2024-10-03T11:43:41.000Z,3.0,22,Seetha Parthasarathy - What do you do with ,ARCHANAS-FOOD,What do you do with the buttermilk water?,0.0,Neutral
Kumkum Doshi,Something  new,2024-10-02T07:13:23.000Z,3.0,22,Kumkum Doshi - Something  new,ARCHANAS-FOOD,Something  new,0.0,Neutral
Archana Doshi,Grishma Doshi thank you,2024-05-09T01:29:08.000Z,61.0,212,Archana Doshi - Grishma Doshi thank ,ARCHANAS-FOOD,Grishma Doshi thank you,0.3612,Positive
Archana's Kitchen,Sudha Narayan https://www.archanaskitchen.com/how-to-make-homemade-pita-bread,2024-06-03T06:40:54.000Z,8.0,63,Archana's Kitchen - Sudha Narayan https:,ARCHANAS-FOOD,Sudha Narayan https://www.archanaskitchen.com/how-to-make-homemade-pita-bread,0.0,Neutral
Archana Doshi,Kumkum Doshi yes â,2024-10-11T05:59:02.000Z,4.0,23,Archana Doshi - Kumkum Doshi yes â,ARCHANAS-FOOD,Kumkum Doshi yes ,0.4019,Positive
Archana Doshi,Alpa Jain thank you ð,2024-05-09T01:29:14.000Z,61.0,212,Archana Doshi - Alpa Jain thank you ,ARCHANAS-FOOD,Alpa Jain thank you ,0.3612,Positive
Lakshmi Prakash Shirur,Yummmm,2024-06-11T10:13:34.000Z,2.0,22,Lakshmi Prakash Shirur - Yummmm,ARCHANAS-FOOD,Yummmm,0.0,Neutral
Rajalakshmi Shankarakumar,Yummy .. Thank you,2024-06-03T14:22:27.000Z,2.0,22,Rajalakshmi Shankarakumar - Yummy .. Thank you,ARCHANAS-FOOD,Yummy .. Thank you,0.7096,Positive
Pervin Bhasin,Welcome back! I find everything useful. What I would find most valuable is healthy lunch box ideas for adults who are as picky as kids!,2025-04-21T12:06:52.000Z,41.0,200,Pervin Bhasin - Welcome back! I find,ARCHANAS-FOOD,Welcome back! I find everything useful. What I would find most valuable is healthy lunch box ideas for adults who are as picky as kids!,0.916,Positive
Khorshed Bhote,Lovely to know youâre back. These times of self care resets energy and helps find us a way forward. Wishing you well. ,2025-04-21T16:36:14.000Z,41.0,200,Khorshed Bhote - Lovely to know youâ,ARCHANAS-FOOD,Lovely to know you’re back. These times of self care resets energy and helps find us a way forward. Wishing you well. ,0.9287,Positive
Suparna Sinha,"Welcome back...such a wise sensible decision taking a break can be...we all need it.
Love your recipes...needed them throughout my cooking journey, will continue to browse through all of them
Some more healthy eating recipes are always welcome.",2025-04-22T03:02:37.000Z,41.0,200,Suparna Sinha - Welcome back...such ,ARCHANAS-FOOD,"Welcome back...such a wise sensible decision taking a break can be...we all need it.
Love your recipes...needed them throughout my cooking journey, will continue to browse through all of them
Some more healthy eating recipes are always welcome.",0.9459,Positive
Ruchi Srivastava,"I am still a scared novice and would love a Basics series which explains simple things like how to boil a potato in a pressure cookerâ¦. Sometimes recipes assume we know many things which we may not! Many of us are spoiled by our help in India but itâs great to be independent and to experimented on oneâs own if one knows the basics 
Apart from this I would like more of a Salad and v simple 15 min tiffin box series .. involving teens in cooking series â¦ all healthy and using local ingredients as far as ",2025-04-21T15:51:02.000Z,41.0,200,Ruchi Srivastava - I am still a scared ,ARCHANAS-FOOD,"I am still a scared novice and would love a Basics series which explains simple things like how to boil a potato in a pressure cooker…. Sometimes recipes assume we know many things which we may not! Many of us are spoiled by our help in India but it’s great to be independent and to experimented on one’s own if one knows the basics 
Apart from this I would like more of a Salad and v simple 15 min tiffin box series .. involving teens in cooking series … all healthy and using local ingredients as far as ",0.9468,Positive
Nirali Shah,"Always love you for what you are.Welcome back!!Hope you are in pink of health to lovely meals & your sweet speech to detail tips & tricks to simple cooking.
Love to see all your recipes.Have tried many.Looking forward to  see simple recipes yet nutritious , free of any hazzels with kitchen helper as they are getting scares in our town.",2025-04-21T17:17:57.000Z,41.0,200,Nirali Shah - Always love you for ,ARCHANAS-FOOD,"Always love you for what you are.Welcome back!!Hope you are in pink of health to lovely meals & your sweet speech to detail tips & tricks to simple cooking.
Love to see all your recipes.Have tried many.Looking forward to  see simple recipes yet nutritious , free of any hazzels with kitchen helper as they are getting scares in our town.",0.9617,Positive
Lavina Jhangiani,"Welcome back Archana, comeback is a reminder that taking a pause can be a powerful way to recharge and refocus.Looking fwd to try some of your new recipes. â¥ï¸",2025-04-21T14:57:08.000Z,41.0,200,Lavina Jhangiani - Welcome back Archana,ARCHANAS-FOOD,"Welcome back Archana, comeback is a reminder that taking a pause can be a powerful way to recharge and refocus.Looking fwd to try some of your new recipes. ♥️",0.7003,Positive
Sahana creation,Pase theko â,2025-04-22T15:52:34.000Z,41.0,200,Sahana creation - Pase theko â,ARCHANAS-FOOD,Pase theko ,0.0,Neutral
Three Degrees East,Loved your daily Indian regional cooking.,2025-04-24T14:43:17.000Z,41.0,200,Three Degrees East - Loved your daily Ind,ARCHANAS-FOOD,Loved your daily Indian regional cooking.,0.5994,Positive
